State,District,Date,Volumetric Soil Moisture (in %),wkt_geom,ndvi_value,Area,Risk Factor_x,slope_value,Risk Factor_y,Classes,Area Sq. Km,ANNUAL_x,ANNUAL_y,Risk Factor_z
Kerala,Wayanad,2022-06,26.19,Point (76.0855 11.6095),2201,vythiri,,848,,Current fallow,14.5,875.3,3384.1,
Kerala,Wayanad,2022-07,29.32,Point (76.0860 11.6100),2189,vythiri,,856,,Plantation,14.6,1474.6,2835.1,
Kerala,Wayanad,2022-08,29.37,Point (76.0865 11.6105),2194,vythiri,,857,,Evergreen forest,14.75,541.4,2290,
Kerala,Wayanad,2022-09,26.45,Point (76.0870 11.6110),2203,vythiri,,860,,Deciduous forest,14.8,566,2491.7,
Kerala,Wayanad,2022-10,25.91,Point (76.0875 11.6115),2210,vythiri,,862,,Degraded / Scrub Forest,14.3,1263.6,3063.1,
Kerala,Wayanad,2022-11,22.89,Point (76.0880 11.6120),2187,vythiri,,857,,Littoral swamp,14.4,1066.6,1803.2,
Kerala,Wayanad,2022-12,22.7,Point (76.0885 11.6125),2195,vythiri,,859,,Grassland,14.6,267.2,3302.5,
Kerala,Wayanad,2023-01,18.52,Point (76.0890 11.6130),2185,punjirimattom,,858,,Shifting cultivation,14.55,701.7,3621.6,
Kerala,Wayanad,2023-02,16.6,Point (76.0630 11.6190),2200,punjirimattom,,861,,Wasteland,14.65,829.3,2958.4,
Kerala,Wayanad,2023-03,17.67,Point (76.0640 11.6195),2198,punjirimattom,,852,,Rann,14.7,1155.4,3253.1,
Kerala,Wayanad,2023-04,20.61,Point (76.0650 11.6200),2180,punjirimattom,,855,,Waterbodies max,14.8,770.9,2841.2,
Kerala,Wayanad,2023-05,25.13,Point (76.0660 11.6205),2215,punjirimattom,,854,,Waterbodies min,14.9,412.5,3319.1,
Kerala,Wayanad,2023-06,25.03,Point (76.0670 11.6210),2208,punjirimattom,,863,,Snow cover,14.2,2509,3029.9,
Kerala,Wayanad,2023-07,28.67,Point (76.0680 11.6215),2183,punjirimattom,,865,,Mining,14.3,683.4,2930.5,
Kerala,Wayanad,2023-08,24.74,Point (76.0690 11.6220),2192,punjirimattom,,848,,Evergreen/Semi evergreen,14.4,546,3384.1,
Kerala,Wayanad,2023-09,25.75,Point (76.0700 11.6225),2207,punjirimattom,,850,,Forest Plantation,14.25,807.8,2835.1,
Kerala,Wayanad,2023-10,25.18,Point (76.0710 11.6230),2211,punjirimattom,,856,,Kharif crop,14.1,1374,2290,
Kerala,Wayanad,2023-11,25.3,Point (76.0720 11.6235),2206,punjirimattom,,853,,Rabi crop,14.3,850.6,2491.7,
Kerala,Wayanad,2023-12,20.8,Point (76.0730 11.6240),2194,punjirimattom,,862,,Zaid crop,14.4,711.1,3063.1,
Kerala,Wayanad,2024-01,20.86,Point (76.0740 11.6245),2182,punjirimattom,,861,,Double / Triple Crop,14.45,608,1803.2,
Kerala,Wayanad,2024-02,16.99,Point (76.0750 11.6250),2204,punjirimattom,,849,,Current fallow,14.6,716.2,3302.5,
Kerala,Wayanad,2024-03,15.56,Point (76.0760 11.6255),2212,punjirimattom,,864,,Plantation,14.65,2896.6,3621.6,
Kerala,Wayanad,2024-04,18.67,Point (76.0770 11.6260),2196,punjirimattom,,850,,Evergreen forest,14.7,628.6,2958.4,
Kerala,Wayanad,2024-05,25.82,Point (76.0780 11.6265),2188,punjirimattom,,851,,Deciduous forest,14.75,872.6,3253.1,
Kerala,Wayanad,2024-06,27.62,Point (76.0790 11.6270),2190,punjirimattom,,858,,Degraded / Scrub Forest,14.8,2334.8,2841.2,
Kerala,Wayanad,2024-07,29.71,Point (76.0800 11.6275),2201,punjirimattom,,847,,Littoral swamp,14.9,1124.5,3319.1,
Kerala,Wayanad,2024-08,30,Point (76.0810 11.6280),2193,punjirimattom,,859,,Grassland,14.95,2722,3029.9,
Kerala,Wayanad,2024-09,24.22,Point (76.0820 11.6285),2189.111111,punjirimattom,,850,,Shifting cultivation,14.6,2334.8,2930.5,
Kerala,Wayanad,2018-07,28.79,Point (76.0830 11.6290),2195,punjirimattom,,854,,Wasteland,14.4,3275.1,2841.2,
Kerala,Wayanad,2018-08,29.79,Point (76.0840 11.6295),2200,punjirimattom,,856,,Zaid crop,14.2,3354.3,3319.1,
Kerala,Wayanad,2018-09,24.82,Point (76.0850 11.6300),2187,punjirimattom,,858,,Built up,14.35,2956.7,3029.9,
Kerala,Wayanad,2018-10,29.08,Point (76.0860 11.6305),2184,attamala,,855,,Kharif crop,14.5,2609.4,2930.5,
Kerala,Wayanad,2018-11,24.74,Point (76.0870 11.6310),2178,attamala,,853,,Rabi crop,14.7,2683.2,3384.1,
Kerala,Wayanad,2018-12,23.71,Point (76.0675 11.6035),2190,attamala,,852,,Zaid crop,14.8,1214,2835.1,
Kerala,Wayanad,2019-01,20.26,Point (76.0685 11.6040),2205,attamala,,851,,Double / Triple Crop,14.6,1396.3,2290,
Kerala,Wayanad,2019-02,16.16,Point (76.0695 11.6045),2181,attamala,,859,,Current fallow,14.4,1071.6,2491.7,
Kerala,Wayanad,2019-03,16.05,Point (76.0705 11.6050),2176,attamala,,861,,Plantation,14.7,849.4,3063.1,
Kerala,Wayanad,2019-04,20.98,Point (76.0715 11.6055),2193,attamala,,843,,Evergreen forest,14.8,752.6,1803.2,
Kerala,Wayanad,2019-05,24.78,Point (76.0725 11.6060),2182,attamala,,862,,Deciduous forest,14.9,724.9,3302.5,
Kerala,Wayanad,2019-06,27.05,Point (76.0735 11.6065),2169,attamala,,860,,Degraded / Scrub Forest,14.6,1171.4,3621.6,
Kerala,Wayanad,2019-07,26.93,Point (76.0745 11.6070),2177,attamala,,844,,Littoral swamp,14.75,333.4,2958.4,
Kerala,Wayanad,2019-08,30.29,Point (76.0755 11.6075),2191,attamala,,845,,Grassland,14.8,499.5,3253.1,
Kerala,Wayanad,2019-09,30.11,Point (76.0765 11.6080),2203,attamala,,847,,Shifting cultivation,14.7,1238.5,2841.2,
Kerala,Wayanad,2019-10,30.07,Point (76.0775 11.6085),2183,attamala,,848,,Wasteland,14.6,943.3,3319.1,
Kerala,Wayanad,2019-11,28.21,Point (76.0785 11.6090),2194,attamala,,842,,Rann,14.8,179.9,3029.9,
Kerala,Wayanad,2019-12,25.16,Point (76.0795 11.6095),2178,attamala,,863,,Waterbodies max,14.9,365.6,2930.5,
Kerala,Wayanad,2020-01,18.07,Point (76.0805 11.6100),2199,attamala,,864,,Waterbodies min,14.95,649.7,3384.1,
Kerala,Wayanad,2020-02,15.61,Point (76.0815 11.6105),2185,attamala,,849,,Snow cover,15.25,1175.4,2835.1,
Kerala,Wayanad,2020-03,15.51,Point (76.0825 11.6110),2201,attamala,,858,,Mining,15.3,481.1,2290,
Kerala,Wayanad,2020-04,23.92,Point (76.0835 11.6115),2196,attamala,,862,,Evergreen/Semi evergreen,15.15,292.9,2491.7,
Kerala,Wayanad,2020-05,26.77,Point (76.0845 11.6120),2175,attamala,,859,,Forest Plantation,15.2,2808.3,3063.1,
Kerala,Wayanad,2020-06,29.29,Point (76.0855 11.6125),2185,attamala,,858,,Kharif crop,15.4,796.7,1803.2,
Kerala,Wayanad,2020-07,30.72,Point (76.0865 11.6130),2190,attamala,,853,,Rabi crop,15.45,731.4,3302.5,
Kerala,Wayanad,2020-08,29.47,Point (76.0875 11.6135),2180,attamala,,860,,Zaid crop,15.5,1082.2,3621.6,
Kerala,Wayanad,2020-09,30.32,Point (76.0885 11.6140),2175,attamala,,842,,Double / Triple Crop,15.55,1399.9,2958.4,
Kerala,Wayanad,2020-10,24.61,Point (76.0115 11.6110),2188,kunhome,,855,,Current fallow,15.65,875.7,3253.1,
Kerala,Wayanad,2020-11,24.32,Point (76.0035 11.6045),2200,kunhome,,865,,Plantation,15.7,836.5,2841.2,
Kerala,Wayanad,2020-12,21.9,Point (76.0040 11.6050),2192,kunhome,,848,,Evergreen forest,15.75,506,3319.1,
Kerala,Wayanad,2021-01,23.17,Point (76.0030 11.6030),2178,kunhome,,851,,Deciduous forest,15.8,855,3029.9,
Kerala,Wayanad,2021-02,18.31,Point (76.0025 11.6060),2186,kunhome,,859,,Degraded / Scrub Forest,15.85,3124.3,2930.5,
Kerala,Wayanad,2021-03,20.04,Point (76.0015 11.6040),2194,kunhome,,862,,Littoral swamp,15.9,708.4,3384.1,
Kerala,Wayanad,2021-04,23.48,Point (76.0000 11.6070),2189,kunhome,,855,,Grassland,15.95,925.9,2835.1,
Kerala,Wayanad,2021-05,26.31,Point (76.0045 11.6065),2203,kunhome,,843,,Shifting cultivation,16,2705.6,2290,
Kerala,Wayanad,2021-06,26.97,Point (76.0050 11.6055),2172,kunhome,,850,,Wasteland,16.05,1715.3,2491.7,
Kerala,Wayanad,2021-07,28.82,Point (76.0060 11.6040),2183,kunhome,,857,,Rann,16.1,3079.9,3063.1,
Kerala,Wayanad,2021-08,28.72,Point (76.0070 11.6035),2191,kunhome,,852,,Waterbodies max,16.15,2396.1,1803.2,
Kerala,Wayanad,2021-09,27.01,Point (76.0130 11.6075),2205,kunhome,,861,,Waterbodies min,16.2,3114,3302.5,
Kerala,Wayanad,2021-10,29.34,Point (76.0120 11.6085),2169,kunhome,,844,,Snow cover,16.25,2810.9,3621.6,
Kerala,Wayanad,2021-12,21.85,Point (76.0042 11.6080),2195,kunhome,,856,,Mining,16.3,3270.9,2958.4,
Kerala,Wayanad,2022-01,17.16,Point (76.0055 11.6075),2181,kunhome,,854,,Evergreen/Semi evergreen,16.35,1395.7,3253.1,
Kerala,Wayanad,2022-02,15.63,Point (76.0048 11.6090),2201,kunhome,,858,,Forest Plantation,16.4,1516.9,2841.2,
Kerala,Wayanad,2022-03,18.31,Point (76.0065 11.6085),2177,kunhome,,849,,Kharif crop,15.171968,1387.3,3319.1,
Kerala,Wayanad,2022-04,25.34,Point (76.0075 11.6070),2182,kunhome,,863,,Rabi crop,14.601216,1206.5,3029.9,
Kerala,Wayanad,2022-05,26.79,Point (76.0080 11.6060),2194,kunhome,,846,,Zaid crop,15.902656,936,2930.5,
Kerala,Wayanad,2022-06,26.19,Point (76.0090 11.6050),2204,kunhome,,859,,Double / Triple Crop,14.8,875.3,3384.1,
Kerala,Wayanad,2022-07,29.32,Point (76.0078 11.6045),2173,kunhome,,864,,Current fallow,15,1474.6,2835.1,
Kerala,Wayanad,2022-08,29.37,Point (76.0100 11.6035),2187,kunhome,,850,,Plantation,14.65,541.4,2290,
Kerala,Wayanad,2022-09,26.45,Point (76.0085 11.6020),2193,kunhome,,847,,Evergreen forest,15.3,566,2491.7,
Kerala,Wayanad,2022-10,25.91,Point (76.0105 11.6100),2202,kunhome,,855,,Deciduous forest,14.4,1263.6,3063.1,
Kerala,Wayanad,2022-11,22.89,Point (76.0035 11.6045),2171,kunhome,,852,,Degraded / Scrub Forest,15.4,1066.6,1803.2,
Kerala,Wayanad,2022-12,22.7,Point (76.0040 11.6050),2184,kunhome,,862,,Littoral swamp,14.75,267.2,3302.5,
Kerala,Wayanad,2023-01,18.52,Point (76.0030 11.6030),2190,kunhome,,859,,Grassland,15.2,701.7,3621.6,
Kerala,Wayanad,2023-02,16.6,Point (76.0025 11.6060),2196,kunhome,,843,,Shifting cultivation,14.9,829.3,2958.4,
Kerala,Wayanad,2023-03,17.67,Point (76.0015 11.6040),2180,kunhome,,861,,Wasteland,15.1,1155.4,3253.1,
Kerala,Wayanad,2023-04,20.61,Point (76.0000 11.6070),2206,kunhome,,858,,Rann,14.6,770.9,2841.2,
Kerala,Wayanad,2023-05,25.13,Point (76.0045 11.6065),2192,kunhome,,844,,Waterbodies max,15.35,412.5,3319.1,
Kerala,Wayanad,2023-06,25.03,Point (76.0050 11.6055),2179,kunhome,,847,,Waterbodies min,14.5,2509,3029.9,
Kerala,Wayanad,2023-07,28.67,Point (76.0060 11.6040),2185,kunhome,,863,,Snow cover,15.5,683.4,2930.5,
Kerala,Wayanad,2023-08,24.74,Point (76.0070 11.6035),2198,kunhome,,856,,Mining,14.3,546,3384.1,
Kerala,Wayanad,2023-09,25.75,Point (76.0038 11.6028),2200,kunhome,,850,,Evergreen/Semi evergreen,15.6,807.8,2835.1,
Kerala,Wayanad,2023-10,25.18,Point (76.0022 11.6052),2168,kunhome,,852,,Forest Plantation,14.2,1374,2290,
Kerala,Wayanad,2023-11,25.3,Point (76.0012 11.6035),2176,kunhome,,858,,Kharif crop,15,850.6,2491.7,
Kerala,Wayanad,2023-12,20.8,Point (76.0030 11.6065),2183,kunhome,,860,,Rabi crop,14.9,711.1,3063.1,
Kerala,Wayanad,2024-01,20.86,Point (76.0041 11.6072),2197,kunhome,,845,,Zaid crop,15.7,608,1803.2,
Kerala,Wayanad,2024-02,16.99,Point (76.0056 11.6048),2174,kunhome,,853,,Double / Triple Crop,14.8,716.2,3302.5,
Kerala,Wayanad,2024-03,15.56,Point (76.0068 11.6053),2182,kunhome,,848,,Current fallow,14.3,2896.6,3621.6,
Kerala,Wayanad,2024-04,18.67,Point (76.0075 11.6069),2191,kunhome,,859,,Plantation,15.35,628.6,2958.4,
Kerala,Wayanad,2024-05,25.82,Point (76.0081 11.6042),2204,kunhome,,862,,Evergreen forest,14.3,872.6,3253.1,
Kerala,Wayanad,2024-06,27.62,Point (76.0090 11.6020),2179,kunhome,,855,,Deciduous forest,14.6,2334.8,2841.2,
Kerala,Wayanad,2024-07,29.71,Point (76.0075 11.6080),2189,kunhome,,844,,Degraded / Scrub Forest,14.601216,1124.5,3319.1,
Kerala,Wayanad,2024-08,30, Point (76.0085 11.6075),2193,kunhome,,858,,Littoral swamp,16.35,2722,3029.9,
Kerala,Wayanad,2024-09,24.22, Point (76.0095 11.6090) ,2205,kunhome,,846,,Grassland,16,2334.8,2930.5,
Tamil Nadu,Nilgiris,2024-01,29.79,Point (76.700158 11.349782),2414.8,Ooty,,835,,Evergreen forest,15.17,3275.1,2841.2,
Tamil Nadu,Nilgiris,2024-02,24.82,Point (76.713894 11.363172),2291.7,Ooty,,836,,Plantation,14.6,3354.3,3319.1,
Tamil Nadu,Nilgiris,2024-03,29.08,Point (76.735984 11.372891),2133.8,Glenmorgan,,836,,Evergreen/Semi-evergreen,15.9,2956.7,3029.9,
Tamil Nadu,Nilgiris,2024-04,24.74,Point (76.762381 11.388372),2189.1,Thuneri,,837,,Deciduous forest,14.9,2609.4,2930.5,
Tamil Nadu,Nilgiris,2024-05,23.71,Point (76.780429 11.400273),2067.5,Naduvattam,,838,,Deciduous forest,15.25,2683.2,3384.1,
Tamil Nadu,Coonoor,2024-06,20.26,Point (76.712389 11.342761),2118,Aravankadu,,836,,Shifting cultivation,15.4,1214,2835.1,
Tamil Nadu,Coonoor,2024-07,16.16,Point (76.728492 11.356894),2257.1,Lovedale,,834,,Kharif crop,14.75,1396.3,2290,
Tamil Nadu,Coonoor,2024-08,27.53,Point (76.754891 11.369182),2583.6,Fern Hill,,834,,Plantation,15,1071.6,2491.7,
Tamil Nadu,Coonoor,2024-09,22.41,Point (76.719384 11.342871),2414.8,Ketti,,834,,Grassland,15.2,849.4,3063.1,
Tamil Nadu,Coonoor,2024-10,21.92,Point (76.739285 11.381938),2583.6,Ooty,,836,,Plantation,15.1,752.6,1803.2,
Tamil Nadu,Nilgiris,2024-01,25.03,Point (76.813892 11.411937),2414.8,Coonoor,,838,,Waterbodies max,14.85,724.9,3302.5,
Tamil Nadu,Nilgiris,2024-02,24.68,Point (76.827834 11.423981),2291.7,Sim's Park,,843,,Waterbodies min,14.95,1171.4,3621.6,
Tamil Nadu,Nilgiris,2024-03,23.19,Point (76.839921 11.433562),2133.8,Wellington,,846,,Waterbodies max,15,333.4,2958.4,
Tamil Nadu,Nilgiris,2024-04,21.74,Point (76.856183 11.450182),2189.1,Kattery,,848,,Deciduous forest,15.1,499.5,3253.1,
Tamil Nadu,Nilgiris,2024-05,22.12,Point (76.871392 11.465238),2067.5,Bandishola,,853,,Mining,15.2,3275.1,2841.2,
Tamil Nadu,Nilgiris,2024-06,23.27,Point (76.882348 11.473981),2118,Halakkarai,,858,,Deciduous forest,15.3,3354.3,3319.1,
Tamil Nadu,Nilgiris,2024-07,24.15,Point (76.899832 11.491928),2257.1,Mettupalayam,,863,,Wasteland,15,2956.7,3029.9,
Tamil Nadu,Nilgiris,2024-08,20.35,Point (76.910243 11.503912),2583.6,Kallar,,864,,Grassland,14.9,2609.4,2930.5,
Tamil Nadu,Nilgiris,2024-09,26.91,Point (76.927812 11.517982),2414.8,Marapalam,,836,,Kharif crop,15.1,2683.2,3384.1,
Tamil Nadu,Nilgiris,2024-10,27.5,Point (76.940281 11.528391),2291.7,Nellithorai,,835,,Rabi crop,15.25,1214,2835.1,
Tamil Nadu,Nilgiris,2024-11,28.62,Point (76.957318 11.543291),2133.8,Thengumarahada,,834,,Plantation,15.3,1396.3,2290,
Tamil Nadu,Nilgiris,2024-12,27.28,Point (76.971239 11.556291),2189.1,Masinagudi,,836,,Evergreen forest,15.5,1071.6,2491.7,
Tamil Nadu,Coonoor,2024-01,22.83,Point (76.893124 11.482291),2067.5,Kotagiri,,837,,Kharif crop,14.8,849.4,3063.1,
Tamil Nadu,Coonoor,2024-02,24.59,Point (76.872394 11.465983),2118,Burliar,,838,,Rabi crop,14.75,752.6,1803.2,
Tamil Nadu,Coonoor,2024-03,23.67,Point (76.859283 11.453729),2257.1,Adikaratti,,839,,Degraded / Scrub Forest,14.9,724.9,3302.5,
Tamil Nadu,Coonoor,2024-04,22.05,Point (76.843728 11.440127),2583.6,Thiruchikadi,,840,,Shifting cultivation,15.1,1171.4,3621.6,
Tamil Nadu,Coonoor,2024-05,25.92,Point (76.827394 11.426983),2414.8,Alwarpet,,842,,Rabi crop,15,333.4,2958.4,
Tamil Nadu,Coonoor,2024-06,24.1,Point (76.812937 11.415839),2291.7,Ketty Valley,,843,,Deciduous forest,14.85,499.5,3253.1,
Tamil Nadu,Coonoor,2024-07,22.37,Point (76.799821 11.403718),2133.8,Gudalur,,846,,Plantation,15.2,3275.1,2841.2,
Tamil Nadu,Coonoor,2024-08,21.45,Point (76.786193 11.392178),2189.1,Emerald,,848,,Grassland,14.95,3354.3,3319.1,
Tamil Nadu,Coonoor,2024-09,25.84,Point (76.771293 11.380382),2067.5,Avalanche,,852,,Kharif crop,15.1,2956.7,3029.9,
Tamil Nadu,Coonoor,2024-10,24.68,Point (76.757382 11.367192),2118,Porthimund,,854,,Deciduous forest,15,2609.4,2930.5,
Tamil Nadu,Coonoor,2024-11,23.8,Point (76.744839 11.355391),2257.1,Kundah,,855,,Wasteland,15.2,2683.2,3384.1,
Tamil Nadu,Coonoor,2024-12,21.53,Point (76.730291 11.342193),2583.6,Upper Bhavani,,857,,Shifting cultivation,15,1214,2835.1,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
